DateTime,Water ( Gallons )
2/4/2016 0:00,4459
2/5/2016 0:00,4721
2/6/2016 0:00,4533
2/7/2016 0:00,3991
2/8/2016 0:00,4669
2/9/2016 0:00,4732
2/10/2016 0:00,4596
2/11/2016 0:00,4682
2/12/2016 0:00,4822
2/13/2016 0:00,4680
2/14/2016 0:00,4257
2/15/2016 0:00,4332
2/16/2016 0:00,4952
2/17/2016 0:00,4293
2/18/2016 0:00,4986
2/19/2016 0:00,4736
2/20/2016 0:00,4576
2/21/2016 0:00,4232
2/22/2016 0:00,4763
2/23/2016 0:00,4808
2/24/2016 0:00,4808
2/25/2016 0:00,4564
2/26/2016 0:00,4564
2/27/2016 0:00,15706
2/28/2016 0:00,4071
2/29/2016 0:00,5667
3/1/2016 0:00,5014
3/2/2016 0:00,4745
3/3/2016 0:00,4983
3/4/2016 0:00,4653
3/5/2016 0:00,5040
3/6/2016 0:00,4807
3/7/2016 0:00,4430
3/8/2016 0:00,4618
3/9/2016 0:00,4787
3/10/2016 0:00,4926
3/11/2016 0:00,4987
3/12/2016 0:00,4205
3/13/2016 0:00,2140
3/14/2016 0:00,1016
3/15/2016 0:00,1535
3/16/2016 0:00,1226
3/17/2016 0:00,1276
3/18/2016 0:00,1168
3/19/2016 0:00,1591
3/20/2016 0:00,1326
3/21/2016 0:00,2989
3/22/2016 0:00,4230
3/23/2016 0:00,4265
3/24/2016 0:00,4572
3/25/2016 0:00,4995
3/26/2016 0:00,4651
3/27/2016 0:00,4263
3/28/2016 0:00,4311
3/29/2016 0:00,4221
3/30/2016 0:00,4758
3/31/2016 0:00,4605
4/1/2016 0:00,4867
4/2/2016 0:00,4807
4/3/2016 0:00,4065
4/4/2016 0:00,5175
4/5/2016 0:00,5243
4/6/2016 0:00,4849
4/7/2016 0:00,4578
4/8/2016 0:00,4867
4/9/2016 0:00,4750
4/10/2016 0:00,4195
4/11/2016 0:00,4428
4/12/2016 0:00,4901
4/13/2016 0:00,4515
4/14/2016 0:00,4949
4/15/2016 0:00,5071
4/16/2016 0:00,6900
4/17/2016 0:00,8521
4/18/2016 0:00,30719
4/19/2016 0:00,4721
4/20/2016 0:00,4650
4/21/2016 0:00,4542
4/22/2016 0:00,4760
4/23/2016 0:00,5184
4/24/2016 0:00,4989
4/25/2016 0:00,4694
4/26/2016 0:00,4906
4/27/2016 0:00,4374
4/28/2016 0:00,4529
4/29/2016 0:00,4514
4/30/2016 0:00,4489
5/1/2016 0:00,4080
5/2/2016 0:00,4700
5/3/2016 0:00,4607
5/4/2016 0:00,4748
5/5/2016 0:00,4575
5/6/2016 0:00,4576
5/7/2016 0:00,4417
5/8/2016 0:00,4008
5/9/2016 0:00,3706
5/10/2016 0:00,4207
5/11/2016 0:00,4316
5/12/2016 0:00,4354
5/13/2016 0:00,4084
5/14/2016 0:00,4652
5/15/2016 0:00,3548
5/16/2016 0:00,3411
5/17/2016 0:00,3771
5/18/2016 0:00,2668
5/19/2016 0:00,775
5/20/2016 0:00,306
5/21/2016 0:00,142
5/22/2016 0:00,251
5/23/2016 0:00,153
5/24/2016 0:00,266
5/25/2016 0:00,145
5/26/2016 0:00,178
5/27/2016 0:00,145
5/28/2016 0:00,218
5/29/2016 0:00,185
5/30/2016 0:00,183
5/31/2016 0:00,125
6/1/2016 0:00,336
6/2/2016 0:00,534
6/3/2016 0:00,770
6/4/2016 0:00,1022
6/5/2016 0:00,1226
6/6/2016 0:00,171
6/7/2016 0:00,1647
6/8/2016 0:00,1613
6/9/2016 0:00,299
6/10/2016 0:00,321
6/11/2016 0:00,420
6/12/2016 0:00,366
6/13/2016 0:00,1377
6/14/2016 0:00,2342
6/15/2016 0:00,2973
6/16/2016 0:00,3181
6/17/2016 0:00,2813
6/18/2016 0:00,1794
6/19/2016 0:00,351
6/20/2016 0:00,336
6/21/2016 0:00,622
6/22/2016 0:00,650
6/23/2016 0:00,703
6/24/2016 0:00,599
6/25/2016 0:00,459
6/26/2016 0:00,458
6/27/2016 0:00,421
6/28/2016 0:00,796
6/29/2016 0:00,497
6/30/2016 0:00,553
7/1/2016 0:00,585
7/2/2016 0:00,639
7/3/2016 0:00,548
7/4/2016 0:00,546
7/5/2016 0:00,458
7/6/2016 0:00,699
7/7/2016 0:00,758
7/8/2016 0:00,876
7/9/2016 0:00,696
7/10/2016 0:00,507
7/11/2016 0:00,563
7/12/2016 0:00,627
7/13/2016 0:00,804
7/14/2016 0:00,623
7/15/2016 0:00,598
7/16/2016 0:00,651
7/17/2016 0:00,530
7/18/2016 0:00,535
7/19/2016 0:00,796
7/20/2016 0:00,853
7/21/2016 0:00,1171
7/22/2016 0:00,835
7/23/2016 0:00,2682
7/24/2016 0:00,585
7/25/2016 0:00,523
7/26/2016 0:00,1132
7/27/2016 0:00,1589
7/28/2016 0:00,655
7/29/2016 0:00,1170
7/30/2016 0:00,793
7/31/2016 0:00,270
8/1/2016 0:00,317
8/2/2016 0:00,751
8/3/2016 0:00,1158
8/4/2016 0:00,1033
8/5/2016 0:00,666
8/6/2016 0:00,754
8/7/2016 0:00,365
8/8/2016 0:00,375
8/9/2016 0:00,1004
8/10/2016 0:00,810
8/11/2016 0:00,965
8/12/2016 0:00,1229
8/13/2016 0:00,2284
8/14/2016 0:00,500
8/15/2016 0:00,720
8/16/2016 0:00,686
8/17/2016 0:00,1179
8/18/2016 0:00,1565
8/19/2016 0:00,1697
8/20/2016 0:00,3032
8/21/2016 0:00,2834
8/22/2016 0:00,3770
8/23/2016 0:00,4574
8/24/2016 0:00,5420
8/25/2016 0:00,4642
8/26/2016 0:00,5137
8/27/2016 0:00,4685
8/28/2016 0:00,5070
8/29/2016 0:00,5278
8/30/2016 0:00,5217
8/31/2016 0:00,4742
9/1/2016 0:00,4869
9/2/2016 0:00,5012
9/3/2016 0:00,4197
9/4/2016 0:00,3641
9/5/2016 0:00,3770
9/6/2016 0:00,7732
9/7/2016 0:00,4478
9/8/2016 0:00,4915
9/9/2016 0:00,4335
9/10/2016 0:00,5287
9/11/2016 0:00,5209
9/12/2016 0:00,5185
9/13/2016 0:00,4548
9/14/2016 0:00,5126
9/15/2016 0:00,4885
9/16/2016 0:00,4621
9/17/2016 0:00,5081
9/18/2016 0:00,4651
9/19/2016 0:00,5291
9/20/2016 0:00,4290
9/21/2016 0:00,5029
9/22/2016 0:00,4477
9/23/2016 0:00,5108
9/24/2016 0:00,4507
9/25/2016 0:00,4315
9/26/2016 0:00,4880
9/27/2016 0:00,5003
9/28/2016 0:00,4887
9/29/2016 0:00,4763
9/30/2016 0:00,4622
10/1/2016 0:00,4840
10/2/2016 0:00,5054
10/3/2016 0:00,4429
