DateTime,Water ( Gallons )
8/20/2016 0:00,991
8/21/2016 0:00,715
8/22/2016 0:00,653
8/23/2016 0:00,1107
8/24/2016 0:00,1281
8/25/2016 0:00,1886
8/26/2016 0:00,1999
8/27/2016 0:00,1520
8/28/2016 0:00,657
8/29/2016 0:00,711
8/30/2016 0:00,2055
8/31/2016 0:00,2002
9/1/2016 0:00,2124
9/2/2016 0:00,1947
9/3/2016 0:00,1662
9/4/2016 0:00,694
9/5/2016 0:00,722
9/6/2016 0:00,725
9/7/2016 0:00,2116
9/8/2016 0:00,1964
9/9/2016 0:00,2027
9/10/2016 0:00,1631
9/11/2016 0:00,744
9/12/2016 0:00,724
9/13/2016 0:00,1902
9/14/2016 0:00,2104
9/15/2016 0:00,1915
9/16/2016 0:00,2010
9/17/2016 0:00,1621
9/18/2016 0:00,759
9/19/2016 0:00,724
9/20/2016 0:00,1929
9/21/2016 0:00,2099
9/22/2016 0:00,2120
9/23/2016 0:00,2112
9/24/2016 0:00,1613
9/25/2016 0:00,1125
9/26/2016 0:00,768
9/27/2016 0:00,2122
9/28/2016 0:00,2336
9/29/2016 0:00,2184
9/30/2016 0:00,2078
10/1/2016 0:00,1636
10/2/2016 0:00,684
10/3/2016 0:00,751
10/4/2016 0:00,1920
10/5/2016 0:00,2220
10/6/2016 0:00,2133
10/7/2016 0:00,2133
10/8/2016 0:00,2133
10/9/2016 0:00,2133
10/10/2016 0:00,2133
10/11/2016 0:00,2076
10/12/2016 0:00,2170
10/13/2016 0:00,2051
10/14/2016 0:00,2127
10/15/2016 0:00,2127
10/16/2016 0:00,2127
10/17/2016 0:00,2127
10/18/2016 0:00,2127
10/19/2016 0:00,2219
10/20/2016 0:00,2280
10/21/2016 0:00,2035
10/22/2016 0:00,3672
10/23/2016 0:00,714
10/24/2016 0:00,663
10/25/2016 0:00,1906
10/26/2016 0:00,2129
10/27/2016 0:00,2033
10/28/2016 0:00,2008
10/29/2016 0:00,1537
10/30/2016 0:00,648
10/31/2016 0:00,656
11/1/2016 0:00,1965
11/2/2016 0:00,2077
11/3/2016 0:00,1988
11/4/2016 0:00,1919
11/5/2016 0:00,1615
11/6/2016 0:00,638
11/7/2016 0:00,654
11/8/2016 0:00,1872
11/9/2016 0:00,2068
11/10/2016 0:00,1790
11/11/2016 0:00,1997
11/12/2016 0:00,1678
11/13/2016 0:00,696
11/14/2016 0:00,668
11/15/2016 0:00,1792
11/16/2016 0:00,2064
11/17/2016 0:00,1875
11/18/2016 0:00,1959
11/19/2016 0:00,1487
11/20/2016 0:00,859
11/21/2016 0:00,629
11/22/2016 0:00,1858
11/23/2016 0:00,1568
11/24/2016 0:00,815
11/25/2016 0:00,579
11/26/2016 0:00,577
11/27/2016 0:00,589
11/28/2016 0:00,622
11/29/2016 0:00,1813
11/30/2016 0:00,2218
12/1/2016 0:00,1859
12/2/2016 0:00,2115
12/3/2016 0:00,1596
12/4/2016 0:00,837
12/5/2016 0:00,680
12/6/2016 0:00,1981
12/7/2016 0:00,1348
12/8/2016 0:00,1292
12/9/2016 0:00,1559
12/10/2016 0:00,1270
12/11/2016 0:00,664
