allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
6/12/2009 0:00,11.35623537,7.949364757,84,10.59915301,9.274258883,0,wk,Summer
6/13/2009 0:00,10.59915301,5.299576505,88,5.299576505,9.274258883,0,wknd,Summer
6/14/2009 0:00,5.299576505,9.084988294,88,6.056658863,9.274258883,0,wknd,Summer
6/15/2009 0:00,6.056658863,9.842070652,88.5,8.706447115,9.274258883,0,wk,Summer
6/16/2009 0:00,8.706447115,14.3845648,89,11.35623537,9.274258883,0,wk,Summer
6/17/2009 0:00,11.35623537,12.4918589,89,9.463529473,9.274258883,0,wk,Summer
6/18/2009 0:00,9.463529473,11.35623537,89,10.22061183,9.274258883,0,wk,Summer
6/19/2009 0:00,10.22061183,10.59915301,87.5,9.842070652,9.274258883,0,wk,Summer
6/20/2009 0:00,9.842070652,5.299576505,90,5.678117684,9.274258883,0,wknd,Summer
6/21/2009 0:00,5.678117684,6.056658863,89,5.678117684,9.274258883,0,wknd,Summer
6/22/2009 0:00,5.678117684,8.706447115,88.5,5.678117684,9.274258883,0,wk,Summer
6/23/2009 0:00,5.678117684,11.35623537,89,11.73477655,9.274258883,0,wk,Summer
6/24/2009 0:00,11.73477655,9.463529473,91,10.22061183,9.274258883,0,wk,Summer
6/25/2009 0:00,10.22061183,10.22061183,92.5,9.842070652,9.274258883,0,wk,Summer
6/26/2009 0:00,9.842070652,9.842070652,91.5,10.22061183,9.274258883,0,wk,Summer
6/27/2009 0:00,10.22061183,5.678117684,92,6.435200042,9.274258883,0,wknd,Summer
6/28/2009 0:00,6.435200042,5.678117684,90.5,6.056658863,9.274258883,0,wknd,Summer
6/29/2009 0:00,6.056658863,5.678117684,91.5,9.463529473,9.274258883,0,wk,Summer
6/30/2009 0:00,9.463529473,11.73477655,81.5,10.59915301,9.274258883,0,wk,Summer
7/1/2009 0:00,10.59915301,10.22061183,83.5,9.463529473,8.327905936,0,wk,Summer
7/2/2009 0:00,9.463529473,9.842070652,88.5,8.706447115,8.327905936,0,wk,Summer
7/3/2009 0:00,8.706447115,10.22061183,89,7.570823578,8.327905936,0,wk,Summer
7/4/2009 0:00,7.570823578,6.435200042,91.5,4.542494147,8.327905936,0,wknd,Summer
7/5/2009 0:00,4.542494147,6.056658863,91.5,5.299576505,8.327905936,0,wknd,Summer
7/6/2009 0:00,5.299576505,9.463529473,87.5,7.192282399,8.327905936,0,wk,Summer
7/7/2009 0:00,7.192282399,10.59915301,90,11.35623537,8.327905936,0,wk,Summer
7/8/2009 0:00,11.35623537,9.463529473,92,9.084988294,8.327905936,0,wk,Summer
7/9/2009 0:00,9.084988294,8.706447115,91.5,8.706447115,8.327905936,0,wk,Summer
7/10/2009 0:00,8.706447115,7.570823578,90,9.084988294,8.327905936,0,wk,Summer
7/11/2009 0:00,9.084988294,4.542494147,88.5,5.299576505,8.327905936,0,wknd,Summer
7/12/2009 0:00,5.299576505,5.299576505,89.5,4.921035326,8.327905936,0,wknd,Summer
7/13/2009 0:00,4.921035326,7.192282399,91,8.327905936,8.327905936,0,wk,Summer
7/14/2009 0:00,8.327905936,11.35623537,90.5,10.22061183,8.327905936,0,wk,Summer
7/15/2009 0:00,10.22061183,9.084988294,90,10.22061183,8.327905936,0,wk,Summer
7/16/2009 0:00,10.22061183,8.706447115,91,9.463529473,8.327905936,0,wk,Summer
7/17/2009 0:00,9.463529473,9.084988294,90,9.463529473,8.327905936,0,wk,Summer
7/18/2009 0:00,9.463529473,5.299576505,88,6.435200042,8.327905936,0,wknd,Summer
7/19/2009 0:00,6.435200042,4.921035326,89.5,4.921035326,8.327905936,0,wknd,Summer
7/20/2009 0:00,4.921035326,8.327905936,89.5,8.327905936,8.327905936,0,wk,Summer
7/21/2009 0:00,8.327905936,10.22061183,90.5,9.084988294,8.327905936,0,wk,Summer
7/22/2009 0:00,9.084988294,10.22061183,87.5,8.327905936,8.327905936,0,wk,Summer
7/23/2009 0:00,8.327905936,9.463529473,86,9.842070652,8.327905936,0,wk,Summer
7/24/2009 0:00,9.842070652,9.463529473,89,6.435200042,8.327905936,0,wk,Summer
7/25/2009 0:00,6.435200042,6.435200042,90,3.40687061,8.327905936,0,wknd,Summer
7/26/2009 0:00,3.40687061,4.921035326,91,3.028329431,8.327905936,0,wknd,Summer
7/27/2009 0:00,3.028329431,8.327905936,92,5.678117684,8.327905936,0,wk,Summer
7/28/2009 0:00,5.678117684,9.084988294,91,8.327905936,8.327905936,0,wk,Summer
7/29/2009 0:00,8.327905936,8.327905936,89.5,6.81374122,8.327905936,0,wk,Summer
7/30/2009 0:00,6.81374122,9.842070652,85,7.192282399,8.327905936,0,wk,Summer
7/31/2009 0:00,7.192282399,6.435200042,89.5,9.463529473,8.327905936,0,wk,Summer
8/1/2009 0:00,9.463529473,3.40687061,91,4.163952968,7.570823578,0,wknd,Summer
